"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"17 anos","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,Fundamental,"outro motivo",outro,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"1 ou 2 livros",Outro,"Somente nos Finais de semana"
"acima 80 pontos","ENSINO MÉDIO E TÉCNICO EM ALIMENTOS","ENSINO MÉDIO E TÉCNICO",INTEGRAL,F,"entre 18 e 22","Zona Urbana","Apenas em escola pública","Maior que R$ 1530,00",Própria,Fundamental,"Realização pessoal",ônibus/van,"Ensino Superior Completo",Pós-graduação,Não,"Mais de 5 livros",Romance,Diariamente
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"17 anos","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,Fundamental,"Prestígio social da profissão",carona,"Ensino Fundamental Completo","Ensino Fundamental Completo",Sim,"Mais de 5 livros",Outro,Diariamente
"40-60 pontos",AGROPECUÁRIA,TÉCNICO,INTEGRAL,F,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 1276,00 a 1530,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Médio Incompleto","Ensino Médio Incompleto",Sim,"1 ou 2 livros",Romance,Diariamente
"60-80 pontos","SEGURANÇA DO TRABALHO",TÉCNICO,NOTURNO,F,"entre 23 e 30","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Financiada,"Médio Completo","outro motivo",ônibus/van,"Ensino Fundam. incompleto",Analfabeto,Não,"1 ou 2 livros",Religioso,"Somente nos Finais de semana"
"20-40 pontos","ENGENHARIA AGRONÔMICA",SUPERIOR,INTEGRAL,M,"acima 40","Zona Rural","Apenas em escola pública","Maior que R$ 1530,00",Própria,"Médio Completo","Resultados de testes vocacionais",próprio,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"Nenhum livro",Outro,Mensalmente
"20-40 pontos","ENGENHARIA AGRONÔMICA",SUPERIOR,INTEGRAL,F,"entre 18 e 22","Zona Urbana","Apenas em escola pública","Maior que R$ 1530,00",Financiada,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Médio Completo","Ensino Médio Completo",Não,"Mais de 5 livros",Romance,Diariamente
"40-60 pontos","EDUCAÇÃO FÍSICA",LICENCIATURA,VESPERTINO,F,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 1276,00 a 1530,00",Própria,"Médio Completo","outro motivo",ônibus/van,"Ensino Médio Completo","Ensino Médio Incompleto",Sim,"Mais de 5 livros",Outro,Diariamente
"40-60 pontos","CIÊNCIA DA COMPUTAÇÃO",SUPERIOR,NOTURNO,M,"entre 23 e 30","Zona Rural","Apenas em escola pública","R$ 511,00 a 765,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Não,"1 ou 2 livros",Técnico-científico,Diariamente
"20-40 pontos","CIÊNCIA DA COMPUTAÇÃO",SUPERIOR,NOTURNO,F,"entre 23 e 30","Zona Rural","Apenas em escola pública","R$ 511,00 a 765,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Não,"1 ou 2 livros",Religioso,Diariamente
"20-40 pontos","ENGENHARIA AGRONÔMICA",SUPERIOR,INTEGRAL,F,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Incompleto","Realização pessoal",ônibus/van,"Ensino Fundamental Completo","Ensino Fundamental Completo",Sim,"3 a 4 livros",Romance,Diariamente
"40-60 pontos","SEGURANÇA DO TRABALHO",TÉCNICO,NOTURNO,M,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Médio Completo","Ensino Médio Completo",Não,"Mais de 5 livros",Ficção,"Somente nos Finais de semana"
"menos 20 pontos",ENFERMAGEM,TÉCNICO,NOTURNO,F,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 511,00 a 765,00",Financiada,"Médio Incompleto","Realização pessoal",ônibus/van,"Ensino Fundam. incompleto",Analfabeto,Sim,"Mais de 5 livros",Romance,"Semanalmente (algumas vezes)"
"60-80 pontos",INFORMÁTICA,TÉCNICO,NOTURNO,F,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 1276,00 a 1530,00",Própria,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"3 a 4 livros",Romance,Diariamente
"60-80 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Urbana","Apenas em escola pública","R$ 1276,00 a 1530,00",Própria,Fundamental,"Realização pessoal",ônibus/van,"Ensino Médio Completo","Ensino Médio Completo",Sim,"Nenhum livro",Outro,Diariamente
"60-80 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,F,"menor 17","Zona Rural","Apenas em escola pública","Maior que R$ 1530,00",Própria,Fundamental,"outro motivo",ônibus/van,"Ensino Superior Completo","Ensino Médio Completo",Sim,"Mais de 5 livros",Ficção,Diariamente
"60-80 pontos","ENGENHARIA AGRONÔMICA",SUPERIOR,INTEGRAL,M,"entre 31 e 40","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Realização pessoal","nenhum (à pé)","Ensino Médio Completo","Ensino Médio Incompleto",Não,"1 ou 2 livros",Romance,Diariamente
"acima 80 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Urbana","Apenas em escola pública","R$ 255,00 a 510,00",Própria,Fundamental,"Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Não,"Mais de 5 livros",Outro,"Semanalmente (algumas vezes)"
"60-80 pontos","ENGENHARIA AGRONÔMICA",SUPERIOR,INTEGRAL,F,"entre 23 e 30","Zona Urbana","A maior parte em escola particular","R$ 766,00 a 1275,00",Própria,"Médio Completo","Realização pessoal","nenhum (à pé)","Ensino Superior Completo","Ensino Superior Completo",Não,"1 ou 2 livros",Romance,Diariamente
"60-80 pontos","ENSINO MÉDIO E TÉCNICO EM INFORMÁTICA","ENSINO MÉDIO E TÉCNICO",INTEGRAL,F,"menor 17","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Alugada,Fundamental,"Possibilidades no mercado de trabalho",ônibus/van,"Ensino Médio Completo","Ensino Médio Completo",Sim,"Mais de 5 livros",Ficção,"Semanalmente (algumas vezes)"
"60-80 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Urbana","Apenas em escola pública","R$ 511,00 a 765,00",Própria,Fundamental,"Possibilidades no mercado de trabalho",carona,"Ensino Fundam. incompleto","Ensino Superior incompleto",Não,"Mais de 5 livros",Técnico-científico,Diariamente
"20-40 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Urbana","Apenas em escola particular","R$ 1276,00 a 1530,00",Financiada,"Médio Incompleto","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundamental Completo",Não,"1 ou 2 livros",Ficção,Diariamente
"40-60 pontos","CIÊNCIA DA COMPUTAÇÃO",SUPERIOR,NOTURNO,M,"entre 23 e 30","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,Analfabeto,Analfabeto,Sim,"1 ou 2 livros",Outro,Diariamente
"40-60 pontos","MEIO AMBIENTE",TÉCNICO,NOTURNO,F,"entre 31 e 40","Zona Urbana","Apenas em escola pública","R$ 511,00 a 765,00",Outros,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundamental Completo","Ensino Fundam. incompleto",Não,"1 ou 2 livros",Romance,"Semanalmente (algumas vezes)"
"acima 80 pontos","CIÊNCIA DA COMPUTAÇÃO",SUPERIOR,NOTURNO,M,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundam. incompleto","Ensino Médio Completo",Sim,"1 ou 2 livros",Outro,"Semanalmente (algumas vezes)"
"20-40 pontos","ENGENHARIA AGRONÔMICA",SUPERIOR,INTEGRAL,M,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 1276,00 a 1530,00",Própria,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Fundam. incompleto","Ensino Médio Completo",Sim,"1 ou 2 livros",Técnico-científico,Diariamente
"40-60 pontos","ENGENHARIA AGRONÔMICA",SUPERIOR,INTEGRAL,M,"entre 18 e 22","Zona Rural","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",próprio,"Ensino Fundamental Completo","Ensino Fundamental Completo",Sim,"3 a 4 livros",Ficção,Diariamente
"40-60 pontos","ENGENHARIA AGRONÔMICA",SUPERIOR,INTEGRAL,M,"acima 40","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",próprio,"Ensino Fundamental Completo","Ensino Fundamental Completo",Sim,"Mais de 5 livros",Técnico-científico,Diariamente
"20-40 pontos","EDUCAÇÃO FÍSICA",LICENCIATURA,NOTURNO,F,"entre 18 e 22","Zona Rural","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundamental Completo","Ensino Fundam. incompleto",Sim,"1 ou 2 livros",Técnico-científico,"Semanalmente (algumas vezes)"
"60-80 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Urbana","Apenas em escola particular","Maior que R$ 1530,00",Própria,Fundamental,"Realização pessoal","nenhum (à pé)","Ensino Médio Completo",Pós-graduação,Sim,"Mais de 5 livros",Ficção,Diariamente
"40-60 pontos","CIÊNCIA DA COMPUTAÇÃO",SUPERIOR,NOTURNO,M,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Superior Completo","Ensino Fundamental Completo",Sim,"1 ou 2 livros",Técnico-científico,Diariamente
"20-40 pontos",AGROPECUÁRIA,TÉCNICO,INTEGRAL,M,"entre 18 e 22","Zona Urbana","Apenas em escola pública","Maior que R$ 1530,00",Alugada,"Médio Completo","Realização pessoal",carona,"Ensino Fundam. incompleto","Ensino Fundamental Completo",Não,"1 ou 2 livros",Outro,"Semanalmente (algumas vezes)"
"40-60 pontos","ENGENHARIA AGRONÔMICA",SUPERIOR,INTEGRAL,M,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 1276,00 a 1530,00",Outros,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Médio Completo",Pós-graduação,Sim,"1 ou 2 livros",Técnico-científico,Diariamente
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"entre 18 e 22","Zona Rural","Apenas em escola pública","R$ 255,00 a 510,00",Outros,Fundamental,"Possibilidades no mercado de trabalho",carona,"Ensino Fundamental Completo","Ensino Fundamental Completo",Não,"1 ou 2 livros",Romance,"Semanalmente (algumas vezes)"
"40-60 pontos","ENGENHARIA AGRONÔMICA",SUPERIOR,INTEGRAL,M,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 511,00 a 765,00",Própria,"Médio Completo","Realização pessoal",próprio,"Ensino Médio Completo","Ensino Médio Completo",Sim,"1 ou 2 livros",Outro,Diariamente
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"17 anos","Zona Rural","Apenas em escola pública","R$ 255,00 a 510,00",Outros,Fundamental,"Realização pessoal",ônibus/van,Analfabeto,Analfabeto,Não,"1 ou 2 livros",Ficção,"Semanalmente (algumas vezes)"
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,F,"menor 17","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,Fundamental,"Realização pessoal",ônibus/van,"Ensino Médio Completo","Ensino Médio Completo",Sim,"3 a 4 livros",Outro,Diariamente
"acima 80 pontos","EDUCAÇÃO FÍSICA",BACHARELADO,NOTURNO,M,"acima 40","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"3 a 4 livros",Outro,"Somente nos Finais de semana"
"60-80 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Urbana","Apenas em escola pública","Maior que R$ 1530,00",Financiada,Fundamental,"Possibilidades no mercado de trabalho",ônibus/van,"Ensino Superior incompleto",Pós-graduação,Sim,"Mais de 5 livros",Outro,Diariamente
"40-60 pontos",INFORMÁTICA,TÉCNICO,NOTURNO,F,"entre 18 e 22","Zona Urbana","A maior parte em escola publica","Menor que R$ 255,00",Outros,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Médio Completo","Ensino Fundam. incompleto",Não,"1 ou 2 livros",Romance,Mensalmente
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,F,"17 anos","Zona Urbana","A maior parte em escola particular","R$ 255,00 a 510,00",Financiada,Fundamental,"outro motivo",ônibus/van,"Ensino Médio Completo","Ensino Médio Completo",Não,"1 ou 2 livros",Outro,Diariamente
"60-80 pontos","SEGURANÇA DO TRABALHO",TÉCNICO,NOTURNO,M,"entre 31 e 40","Zona Rural","A maior parte em escola publica","Maior que R$ 1530,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundamental Completo",Sim,"3 a 4 livros",Técnico-científico,"Semanalmente (algumas vezes)"
"60-80 pontos",INFORMÁTICA,TÉCNICO,NOTURNO,M,"entre 18 e 22","Zona Rural","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Não,"1 ou 2 livros",Ficção,"Somente nos Finais de semana"
"60-80 pontos","ENSINO MÉDIO E TÉCNICO EM INFORMÁTICA","ENSINO MÉDIO E TÉCNICO",INTEGRAL,F,"menor 17","Zona Rural","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,Fundamental,"Possibilidades no mercado de trabalho",carona,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"Mais de 5 livros",Romance,"Semanalmente (algumas vezes)"
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM ALIMENTOS","ENSINO MÉDIO E TÉCNICO",INTEGRAL,F,"menor 17","Zona Urbana","Apenas em escola pública","R$ 255,00 a 510,00",Outros,Fundamental,"Realização pessoal",ônibus/van,"Ensino Médio Completo","Ensino Médio Incompleto",Não,"Mais de 5 livros",Romance,"Não utiliza"
"20-40 pontos","CIÊNCIA DA COMPUTAÇÃO",SUPERIOR,NOTURNO,M,"entre 18 e 22","Zona Urbana","A maior parte em escola publica","R$ 766,00 a 1275,00",Alugada,"Médio Completo","outro motivo",ônibus/van,"Ensino Superior incompleto","Ensino Fundam. incompleto",Sim,"Mais de 5 livros",Técnico-científico,Diariamente
"60-80 pontos",ENFERMAGEM,TÉCNICO,NOTURNO,F,"menor 17","Zona Rural","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,Fundamental,"Prestígio social da profissão",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundamental Completo",Sim,"1 ou 2 livros",Outro,Diariamente
"40-60 pontos","SEGURANÇA DO TRABALHO",TÉCNICO,NOTURNO,F,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 511,00 a 765,00",Própria,"Médio Incompleto","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"1 ou 2 livros",Outro,Diariamente
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM INFORMÁTICA","ENSINO MÉDIO E TÉCNICO",INTEGRAL,F,"menor 17","Zona Urbana","Apenas em escola pública","R$ 511,00 a 765,00",Própria,Fundamental,"Influência da família e/ou amigos",ônibus/van,"Ensino Fundamental Completo","Ensino Fundamental Completo",Sim,"1 ou 2 livros",Romance,Diariamente
"20-40 pontos","CIÊNCIAS BIOLÓGICAS",LICENCIATURA,NOTURNO,M,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 255,00 a 510,00",Financiada,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Superior Completo","Ensino Médio Incompleto",Sim,"1 ou 2 livros",Romance,Diariamente
"40-60 pontos","CIÊNCIAS BIOLÓGICAS",LICENCIATURA,NOTURNO,M,"entre 23 e 30","Zona Urbana","Apenas em escola pública","R$ 1276,00 a 1530,00",Própria,"Médio Completo","Realização pessoal",próprio,"Ensino Médio Completo","Ensino Médio Completo",Sim,"Mais de 5 livros",Outro,Diariamente
"acima 80 pontos","CIÊNCIAS BIOLÓGICAS",LICENCIATURA,NOTURNO,F,"entre 23 e 30","Zona Rural","Apenas em escola pública","R$ 511,00 a 765,00",Própria,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Fundamental Completo","Ensino Médio Completo",Não,"Mais de 5 livros",Outro,"Semanalmente (algumas vezes)"
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM INFORMÁTICA","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Urbana","A maior parte em escola publica","R$ 766,00 a 1275,00",Própria,Fundamental,"Possibilidades no mercado de trabalho",ônibus/van,"Ensino Médio Completo","Ensino Médio Completo",Sim,"Mais de 5 livros",Técnico-científico,"Semanalmente (algumas vezes)"
"40-60 pontos","ENGENHARIA AGRONÔMICA",SUPERIOR,INTEGRAL,F,"entre 18 e 22","Zona Rural","Apenas em escola pública","R$ 255,00 a 510,00",Própria,"Médio Incompleto","Prestígio social da profissão",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"Mais de 5 livros",Outro,"Semanalmente (algumas vezes)"
"20-40 pontos","ENGENHARIA AGRONÔMICA",SUPERIOR,INTEGRAL,M,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,Pós-graduação,"Ensino Médio Completo",Sim,"1 ou 2 livros",Ficção,Diariamente
"20-40 pontos","ENSINO MÉDIO E TÉCNICO EM INFORMÁTICA","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Urbana","Apenas em escola pública","R$ 255,00 a 510,00",Própria,Fundamental,"Realização pessoal",outro,"Ensino Fundamental Completo","Ensino Médio Completo",Sim,"1 ou 2 livros",Técnico-científico,Diariamente
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM ALIMENTOS","ENSINO MÉDIO E TÉCNICO",INTEGRAL,F,"menor 17","Zona Urbana","Apenas em escola pública","R$ 511,00 a 765,00",Própria,Fundamental,"Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundamental Completo","Ensino Fundamental Completo",Não,"1 ou 2 livros",Romance,"Não utiliza"
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"entre 18 e 22","Zona Rural","Apenas em escola pública","R$ 766,00 a 1275,00",Outros,Fundamental,"Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Não,"1 ou 2 livros",Outro,"Não utiliza"
"20-40 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Rural","Apenas em escola pública","R$ 511,00 a 765,00",Própria,Fundamental,"Prestígio social da profissão",carona,"Ensino Fundam. incompleto","Ensino Médio Completo",Sim,"Nenhum livro",Outro,Mensalmente
"20-40 pontos","EDUCAÇÃO FÍSICA",LICENCIATURA,NOTURNO,M,"entre 31 e 40","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Não,"Nenhum livro",Outro,"Semanalmente (algumas vezes)"
"20-40 pontos","ENSINO MÉDIO E TÉCNICO EM INFORMÁTICA","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Alugada,Fundamental,"Possibilidades no mercado de trabalho",carona,"Ensino Médio Completo","Ensino Médio Completo",Sim,"1 ou 2 livros",Romance,"Semanalmente (algumas vezes)"
"60-80 pontos",INFORMÁTICA,TÉCNICO,NOTURNO,F,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 511,00 a 765,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"Mais de 5 livros",Técnico-científico,Mensalmente
"60-80 pontos",INFORMÁTICA,TÉCNICO,NOTURNO,F,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 255,00 a 510,00",Própria,"Médio Completo","Prestígio social da profissão",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Não,"Mais de 5 livros",Ficção,Diariamente
"40-60 pontos",INFORMÁTICA,TÉCNICO,NOTURNO,F,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 255,00 a 510,00",Própria,"Médio Completo","Prestígio social da profissão",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Não,"Mais de 5 livros",Ficção,Diariamente
"20-40 pontos",AGROPECUÁRIA,TÉCNICO,INTEGRAL,M,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"1 ou 2 livros",Outro,Diariamente
"20-40 pontos","CIÊNCIAS BIOLÓGICAS",LICENCIATURA,NOTURNO,M,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Alugada,"Médio Completo","outro motivo",ônibus/van,"Ensino Fundam. incompleto","Ensino Médio Completo",Não,"Mais de 5 livros",Ficção,Diariamente
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Urbana","Apenas em escola pública","R$ 511,00 a 765,00",Alugada,Fundamental,"Realização pessoal",ônibus/van,"Ensino Fundamental Completo","Ensino Fundam. incompleto",Sim,"1 ou 2 livros",Ficção,"Semanalmente (algumas vezes)"
"20-40 pontos","CIÊNCIA DA COMPUTAÇÃO",SUPERIOR,NOTURNO,F,"entre 31 e 40","Zona Urbana","Apenas em escola pública","R$ 511,00 a 765,00",Própria,"Médio Completo","Possibilidades no mercado de trabalho",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"Mais de 5 livros",Outro,Diariamente
"40-60 pontos","EDUCAÇÃO FÍSICA",BACHARELADO,NOTURNO,F,"entre 23 e 30","Zona Urbana","Apenas em escola pública","R$ 766,00 a 1275,00",Própria,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"Nenhum livro",Outro,"Somente nos Finais de semana"
"60-80 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Urbana","Apenas em escola pública","Maior que R$ 1530,00",Própria,Fundamental,"Possibilidades no mercado de trabalho",outro,"Ensino Fundamental Completo","Ensino Fundamental Completo",Sim,"3 a 4 livros",Ficção,"Semanalmente (algumas vezes)"
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM AGROPECUÁRIA INTEGRADO","ENSINO MÉDIO E TÉCNICO",INTEGRAL,F,"menor 17","Zona Urbana","Apenas em escola pública","R$ 511,00 a 765,00",Própria,Fundamental,"Influência da família e/ou amigos",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Não,"1 ou 2 livros",Romance,Diariamente
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM ALIMENTOS","ENSINO MÉDIO E TÉCNICO",INTEGRAL,F,"menor 17","Zona Urbana","Apenas em escola pública","R$ 1276,00 a 1530,00",Alugada,Fundamental,"Possibilidades no mercado de trabalho",próprio,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"3 a 4 livros",Ficção,Diariamente
"40-60 pontos",ENFERMAGEM,TÉCNICO,NOTURNO,F,"entre 31 e 40","Zona Urbana","Apenas em escola pública","R$ 511,00 a 765,00",Financiada,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Não,"Mais de 5 livros",Romance,"Semanalmente (algumas vezes)"
"40-60 pontos","EDUCAÇÃO FÍSICA",BACHARELADO,NOTURNO,F,"entre 18 e 22","Zona Urbana","Apenas em escola pública","R$ 1276,00 a 1530,00",Própria,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Superior incompleto","Ensino Médio Incompleto",Sim,"Mais de 5 livros",Romance,Diariamente
"20-40 pontos","EDUCAÇÃO FÍSICA",LICENCIATURA,VESPERTINO,F,"entre 18 e 22","Zona Rural","Apenas em escola pública","R$ 255,00 a 510,00",Própria,"Médio Completo","Realização pessoal",ônibus/van,"Ensino Fundam. incompleto","Ensino Fundam. incompleto",Sim,"3 a 4 livros",Técnico-científico,Diariamente
"40-60 pontos","ENSINO MÉDIO E TÉCNICO EM INFORMÁTICA","ENSINO MÉDIO E TÉCNICO",INTEGRAL,F,"menor 17","Zona Urbana","Apenas em escola pública","Maior que R$ 1530,00",Alugada,Fundamental,"Possibilidades no mercado de trabalho",ônibus/van,"Ensino Superior Completo","Ensino Superior Completo",Sim,"3 a 4 livros",Romance,Diariamente
"60-80 pontos","ENSINO MÉDIO E TÉCNICO EM ALIMENTOS","ENSINO MÉDIO E TÉCNICO",INTEGRAL,M,"menor 17","Zona Urbana","Apenas em escola pública","Maior que R$ 1530,00",Própria,Fundamental,"Influência da família e/ou amigos",ônibus/van,"Ensino Médio Completo",Pós-graduação,Sim,"3 a 4 livros",Ficção,Diariamente
